,predus,ispred,dockpred,annotated,rfscore
45_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
46_1JTD.A,0.0,0.0,0.0014,0.0,0.0
47_1JTD.A,0.0,0.0,0.00744,0.0,0.0
48_1JTD.A,0.0,0.0,0.03441,0.0,0.0
49_1JTD.A,0.0,0.0,0.01756,0.0,0.0
50_1JTD.A,0.0,0.02,0.10347999999999999,0.0,1.0
51_1JTD.A,0.0,0.0,0.03174,0.0,0.0
52_1JTD.A,0.0,0.02,0.12336,0.0,0.0
53_1JTD.A,0.0,0.04,0.1001,0.0,0.0
54_1JTD.A,0.0,0.02,0.06116,0.0,0.0
55_1JTD.A,0.0,0.03,0.16312000000000001,0.0,0.0
56_1JTD.A,0.0,0.01,0.13464,0.0,0.0
57_1JTD.A,0.0,0.05,0.14789000000000002,0.0,0.0
58_1JTD.A,0.0,0.02,0.12208,0.0,0.0
59_1JTD.A,0.0,0.01,0.11638,0.0,0.0
60_1JTD.A,0.0,0.02,0.13172999999999999,0.0,0.0
61_1JTD.A,0.0,0.01,0.13033,0.0,0.0
62_1JTD.A,0.0,0.01,0.10034,0.0,0.0
63_1JTD.A,0.0,0.01,0.15359,0.0,0.0
64_1JTD.A,0.0,0.01,0.08546000000000001,0.0,0.0
65_1JTD.A,0.0,0.01,0.05058,0.0,0.0
66_1JTD.A,0.0,0.0,0.00081,0.0,0.0
67_1JTD.A,0.0,0.0,0.00081,0.0,0.0
68_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
69_1JTD.A,0.0,0.0,0.00221,0.0,0.0
70_1JTD.A,0.0,0.0,0.06383,0.0,0.0
71_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
72_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
73_1JTD.A,0.0,0.0,0.00663,0.0,0.0
74_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
75_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
76_1JTD.A,0.0,0.0,0.00011999999999999999,0.0,0.0
77_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
78_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
79_1JTD.A,0.0,0.0,0.01349,0.0,0.0
80_1JTD.A,0.0,0.0,0.00022999999999999998,0.0,0.0
81_1JTD.A,0.0,0.0,0.010459999999999999,0.0,0.0
82_1JTD.A,0.0,0.01,0.055689999999999996,0.0,0.0
83_1JTD.A,0.0,0.01,0.14847,0.0,0.0
84_1JTD.A,0.0,0.01,0.10138,0.0,0.0
85_1JTD.A,0.188,0.01,0.11208,0.0,0.0
86_1JTD.A,0.0,0.01,0.11348,0.0,0.0
87_1JTD.A,0.0,0.01,0.13626,0.0,0.0
88_1JTD.A,0.0,0.01,0.18207,0.0,0.0
89_1JTD.A,0.0,0.0,0.09824,0.0,0.0
90_1JTD.A,0.0,0.01,0.17417,0.0,0.0
91_1JTD.A,0.0,0.0,0.11615,0.0,0.0
92_1JTD.A,0.0,0.01,0.12696,0.0,0.0
93_1JTD.A,0.0,0.01,0.23601999999999998,0.0,0.0
94_1JTD.A,0.0,0.02,0.15730999999999998,0.0,0.0
95_1JTD.A,0.0,0.0,0.15277000000000002,0.0,0.0
96_1JTD.A,0.0,0.02,0.24218,0.0,0.0
97_1JTD.A,0.0,0.0,0.18405,0.0,0.0
98_1JTD.A,0.0,0.96,0.25799,0.0,0.9
99_1JTD.A,0.188,0.98,0.23915999999999998,1.0,0.0
100_1JTD.A,0.08800000000000001,0.97,0.48611000000000004,0.0,1.0
101_1JTD.A,0.188,0.91,0.41797,0.0,0.6
102_1JTD.A,0.146,0.22,0.23323000000000002,1.0,0.3
103_1JTD.A,0.085,0.14,0.32799,0.0,0.0
104_1JTD.A,0.787,0.33,0.7541,1.0,1.0
105_1JTD.A,1.0,0.99,1.0,1.0,1.0
106_1JTD.A,0.001,0.0,0.3002,1.0,0.1
107_1JTD.A,0.665,0.78,0.63074,0.0,0.5
108_1JTD.A,0.313,0.91,0.12429000000000001,0.0,0.3
109_1JTD.A,0.0,0.0,0.0014,0.0,0.0
110_1JTD.A,0.341,0.52,0.60249,1.0,0.5
111_1JTD.A,0.409,0.73,0.24381,1.0,0.5
112_1JTD.A,0.146,0.91,0.07371,0.0,0.3
113_1JTD.A,0.13,0.21,0.09592,1.0,0.3
114_1JTD.A,0.188,0.89,0.08011,0.0,0.1
115_1JTD.A,0.0,0.22,0.05417999999999999,0.0,0.0
116_1JTD.A,0.0,0.0,0.01535,0.0,0.0
117_1JTD.A,0.0,0.0,0.01372,0.0,0.0
118_1JTD.A,0.0,0.0,0.0529,0.0,0.5
119_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
120_1JTD.A,0.0,0.07,0.18625999999999998,0.0,0.0
121_1JTD.A,0.035,0.02,0.0865,0.0,0.0
122_1JTD.A,0.0,0.0,0.00035,0.0,0.0
123_1JTD.A,0.0,0.0,0.00035,0.0,0.0
124_1JTD.A,0.035,0.02,0.06592,0.0,0.0
125_1JTD.A,0.0,0.0,0.01721,0.0,0.0
126_1JTD.A,0.0,0.0,0.00011999999999999999,0.0,0.0
127_1JTD.A,0.0,0.0,0.00058,0.0,0.0
128_1JTD.A,0.0,0.0,0.06604,0.0,0.0
129_1JTD.A,0.46399999999999997,0.12,0.54598,0.0,0.1
130_1JTD.A,0.075,0.08,0.27613000000000004,0.0,0.1
131_1JTD.A,0.0,0.0,0.03197,0.0,0.0
132_1JTD.A,0.0,0.0,0.06185,0.0,0.0
133_1JTD.A,0.0,0.0,0.02093,0.0,0.0
134_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
135_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
136_1JTD.A,0.08800000000000001,0.0,0.23811,0.0,0.0
137_1JTD.A,0.0,0.0,0.17428,0.0,0.0
138_1JTD.A,0.0,0.0,0.00105,0.0,0.0
139_1JTD.A,0.0,0.0,0.05417999999999999,0.0,0.0
140_1JTD.A,0.0,0.02,0.47308,0.0,0.0
141_1JTD.A,0.0,0.02,0.17858,0.0,0.0
142_1JTD.A,0.0,0.0,0.15707000000000002,0.0,0.0
143_1JTD.A,0.0,0.05,0.43018,0.0,0.0
144_1JTD.A,0.0,0.0,0.32554,0.0,0.0
145_1JTD.A,0.0,0.0,0.19195,0.0,0.0
146_1JTD.A,0.0,0.02,0.30391999999999997,0.0,0.0
147_1JTD.A,0.0,0.02,0.26869,0.0,0.0
148_1JTD.A,0.0,0.0,0.007670000000000001,0.0,0.0
149_1JTD.A,0.0,0.0,0.016280000000000003,0.0,0.0
150_1JTD.A,0.0,0.18,0.07103999999999999,0.0,0.1
151_1JTD.A,0.0,0.09,0.06534,0.0,0.0
152_1JTD.A,0.0,0.0,0.0007,0.0,0.0
153_1JTD.A,0.0,0.02,0.09917000000000001,0.0,0.0
154_1JTD.A,0.0,0.08,0.13266,0.0,0.0
155_1JTD.A,0.0,0.0,0.08162,0.0,0.0
156_1JTD.A,0.0,0.02,0.09441000000000001,0.0,0.0
157_1JTD.A,0.0,0.0,0.026039999999999997,0.0,0.5
158_1JTD.A,0.0,0.01,0.1208,0.0,0.0
159_1JTD.A,0.0,0.01,0.056620000000000004,0.0,0.0
160_1JTD.A,0.0,0.0,0.00198,0.0,0.0
161_1JTD.A,0.0,0.02,0.051739999999999994,0.0,0.0
162_1JTD.A,0.0,0.0,0.00151,0.0,0.0
163_1JTD.A,0.0,0.02,0.15963,0.0,0.0
164_1JTD.A,0.08800000000000001,0.0,0.18858,0.0,0.0
165_1JTD.A,0.035,0.39,0.52552,0.0,0.3
166_1JTD.A,0.0,0.0,0.14394,0.0,0.0
167_1JTD.A,0.193,0.99,0.2187,0.0,0.0
168_1JTD.A,0.035,0.98,0.34542,0.0,0.6
169_1JTD.A,0.0,0.0,0.00419,0.0,0.0
170_1JTD.A,0.035,0.0,0.11754,0.0,0.0
171_1JTD.A,0.035,0.53,0.13719,0.0,0.0
172_1JTD.A,0.0,0.0,0.00907,0.0,0.0
173_1JTD.A,0.0,0.67,0.07708,0.0,0.0
174_1JTD.A,0.0,0.08,0.0879,0.0,0.0
175_1JTD.A,0.0,0.02,0.09185,0.0,0.0
176_1JTD.A,0.0,0.01,0.04802,0.0,0.0
177_1JTD.A,0.0,0.01,0.04895,0.0,0.0
178_1JTD.A,0.0,0.02,0.14184000000000002,0.0,0.0
179_1JTD.A,0.0,0.0,0.00035,0.0,0.0
180_1JTD.A,0.0,0.0,0.00128,0.0,0.0
181_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
182_1JTD.A,0.0,0.0,0.05313,0.0,0.0
183_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
184_1JTD.A,0.0,0.04,0.06976,0.0,0.0
185_1JTD.A,0.0,0.0,0.02349,0.0,0.0
186_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
187_1JTD.A,0.0,0.0,0.00186,0.0,0.0
188_1JTD.A,0.0,0.01,0.05744,0.0,0.0
189_1JTD.A,0.0,0.0,0.00233,0.0,0.0
190_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
191_1JTD.A,0.0,0.01,0.0672,0.0,0.0
192_1JTD.A,0.0,0.02,0.07185,0.0,0.0
193_1JTD.A,0.0,0.0,0.00081,0.0,0.0
194_1JTD.A,0.08800000000000001,0.0,0.02,0.0,0.0
195_1JTD.A,0.188,0.01,0.052320000000000005,0.0,0.0
196_1JTD.A,0.08800000000000001,0.01,0.035230000000000004,0.0,0.0
197_1JTD.A,0.0,0.01,0.11742999999999999,0.0,0.0
198_1JTD.A,0.08800000000000001,0.01,0.07371,0.0,0.0
199_1JTD.A,0.0,0.0,0.01849,0.0,0.0
200_1JTD.A,0.146,0.01,0.10743,0.0,0.2
201_1JTD.A,0.057,0.01,0.20357999999999998,0.0,0.0
202_1JTD.A,0.27699999999999997,0.01,0.17590999999999998,0.0,0.1
203_1JTD.A,0.0,0.0,0.04941,0.0,0.0
204_1JTD.A,0.31,0.0,0.10569,0.0,0.1
205_1JTD.A,0.057,0.01,0.24358000000000002,0.0,0.0
206_1JTD.A,0.057,0.01,0.14928,0.0,0.0
207_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
208_1JTD.A,0.08800000000000001,0.0,0.059179999999999996,0.0,0.0
209_1JTD.A,0.035,0.01,0.23531999999999997,0.0,0.1
210_1JTD.A,0.08800000000000001,0.0,0.05325,0.0,0.0
211_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
212_1JTD.A,0.0,0.01,0.26788,0.0,0.0
213_1JTD.A,0.0,0.02,0.1029,0.0,0.0
214_1JTD.A,0.0,0.0,0.0808,0.0,0.0
215_1JTD.A,0.0,0.16,0.52947,0.0,0.2
216_1JTD.A,0.0,0.02,0.5606300000000001,1.0,1.0
217_1JTD.A,0.0,0.0,0.14998,0.0,0.0
218_1JTD.A,0.0,0.03,0.34496,0.0,0.0
219_1JTD.A,0.0,0.02,0.4246,0.0,0.0
220_1JTD.A,0.0,0.0,0.01651,0.0,0.0
221_1JTD.A,0.0,0.0,0.00128,0.0,0.0
222_1JTD.A,0.0,0.01,0.22195,0.0,0.0
223_1JTD.A,0.0,0.01,0.22136999999999998,0.0,0.0
224_1JTD.A,0.08800000000000001,0.01,0.08941,0.0,0.0
225_1JTD.A,0.042,0.01,0.20172,0.0,0.0
226_1JTD.A,0.0,0.02,0.34856,0.0,0.0
227_1JTD.A,0.08800000000000001,0.04,0.40309,0.0,0.0
228_1JTD.A,0.08800000000000001,0.02,0.34136,0.0,0.0
229_1JTD.A,0.08800000000000001,0.01,0.45913000000000004,0.0,0.0
230_1JTD.A,0.08800000000000001,0.0,0.20626,0.0,0.0
231_1JTD.A,0.0,0.0,0.09045,0.0,0.0
232_1JTD.A,0.0,0.0,0.00105,0.0,0.0
233_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
234_1JTD.A,0.0,0.0,0.00872,0.0,0.0
235_1JTD.A,0.0,0.0,0.08685,0.0,0.0
236_1JTD.A,0.0,0.0,0.05371,0.0,0.0
237_1JTD.A,0.0,0.97,0.42658,1.0,1.0
238_1JTD.A,0.0,0.99,0.33031,0.0,1.0
239_1JTD.A,0.0,0.82,0.44553000000000004,0.0,0.6
240_1JTD.A,0.0,0.14,0.26683,0.0,0.3
241_1JTD.A,0.0,0.0,0.12487000000000001,0.0,0.0
242_1JTD.A,0.0,0.0,0.03058,0.0,0.0
243_1JTD.A,0.0,0.0,0.30530999999999997,0.0,1.0
244_1JTD.A,0.0,0.0,0.00058,0.0,0.0
245_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
246_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
247_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
248_1JTD.A,0.0,0.0,0.00035,0.0,0.0
249_1JTD.A,0.0,0.0,0.00022999999999999998,0.0,0.0
250_1JTD.A,0.0,0.0,0.01546,0.0,0.0
251_1JTD.A,0.0,0.07,0.29286999999999996,0.0,0.0
252_1JTD.A,0.0,0.02,0.42668999999999996,0.0,0.0
253_1JTD.A,0.0,0.01,0.21079,0.0,0.2
254_1JTD.A,0.0,0.01,0.24439,0.0,0.0
255_1JTD.A,0.0,0.02,0.07499,0.0,0.0
256_1JTD.A,0.0,0.01,0.12405999999999999,0.0,0.0
257_1JTD.A,0.0,0.0,0.16045,0.0,0.0
258_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
259_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
260_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
261_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
262_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
263_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
264_1JTD.A,0.0,0.0,0.02395,0.0,0.0
265_1JTD.A,0.0,0.01,0.06941,0.0,0.0
266_1JTD.A,0.0,0.0,0.09708,0.0,0.0
267_1JTD.A,0.0,0.01,0.31135999999999997,0.0,0.0
268_1JTD.A,0.0,0.02,0.20242000000000002,0.0,0.0
269_1JTD.A,0.0,0.01,0.48134,0.0,0.0
270_1JTD.A,0.0,0.03,0.71713,1.0,0.8
271_1JTD.A,0.0,0.01,0.71422,1.0,0.8
272_1JTD.A,0.0,0.01,0.15638,0.0,0.0
273_1JTD.A,0.0,0.0,0.31961,0.0,0.0
274_1JTD.A,0.0,0.0,0.32473,0.0,1.0
275_1JTD.A,0.0,0.01,0.12336,0.0,0.0
276_1JTD.A,0.0,0.0,0.00477,0.0,0.0
277_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
278_1JTD.A,0.0,0.0,0.01977,0.0,0.25
279_1JTD.A,0.0,0.01,0.02302,0.0,0.0
280_1JTD.A,0.0,0.0,0.0,0.0,0.004193290734824281
281_1JTD.A,0.0,0.0,0.00011999999999999999,0.0,0.0
282_1JTD.A,0.051,0.01,0.018019999999999998,0.0,0.0
283_1JTD.A,0.0,0.0,0.007090000000000001,0.0,0.0
284_1JTD.A,0.0,0.0,0.00732,0.0,0.0
285_1JTD.A,0.051,0.0,0.22253,0.0,0.1
286_1JTD.A,0.08800000000000001,0.01,0.31148000000000003,0.0,0.0
287_1JTD.A,0.08800000000000001,0.02,0.25625,0.0,0.1
288_1JTD.A,0.051,0.03,0.34508,0.0,0.0
403_1KAC.A,0.21899999999999997,0.02,0.33042,0.0,0.0
404_1KAC.A,0.52,0.01,0.26022,0.0,0.1
405_1KAC.A,0.52,0.01,0.34655,0.0,0.0
406_1KAC.A,0.096,0.01,0.18821,0.0,0.8
407_1KAC.A,0.52,0.02,0.22138000000000002,0.0,0.3
408_1KAC.A,0.057999999999999996,0.27,0.21286,0.0,0.1
409_1KAC.A,0.0,0.0,0.11835999999999999,0.0,0.0
410_1KAC.A,0.0,0.0,0.00148,0.0,0.0
411_1KAC.A,0.745,0.0,0.20014,0.0,0.3
412_1KAC.A,0.0,0.0,0.0159,0.0,0.0
413_1KAC.A,0.0,0.0,0.10189,0.0,0.0
414_1KAC.A,0.0,0.22,0.28544,0.0,0.0
415_1KAC.A,0.0,0.35,0.30759000000000003,1.0,0.7
416_1KAC.A,0.0,0.0,0.11062999999999999,0.0,0.0
417_1KAC.A,0.0,0.3,0.14175,0.0,0.0
418_1KAC.A,0.0,0.08,0.14448,1.0,0.0
419_1KAC.A,0.0,0.0,0.03135,0.0,0.0
420_1KAC.A,0.0,0.0,0.00875,0.0,0.0
421_1KAC.A,0.096,0.03,0.15027000000000001,0.0,0.1
422_1KAC.A,0.11699999999999999,0.39,0.20513,0.0,0.3
423_1KAC.A,0.126,0.73,0.22808,0.0,0.5
424_1KAC.A,0.32299999999999995,0.1,0.15459,0.0,0.0
425_1KAC.A,0.52,0.11,0.16152,0.0,0.2
426_1KAC.A,0.46399999999999997,0.67,0.11529,1.0,0.0
427_1KAC.A,0.0,0.0,0.00534,0.0,0.0
428_1KAC.A,0.0,0.0,0.0010199999999999999,0.0,0.0
429_1KAC.A,0.0,0.79,0.22819,1.0,0.0
430_1KAC.A,0.0,0.0,0.00761,0.0,0.0
431_1KAC.A,0.0,0.48,0.17231,0.0,0.0
432_1KAC.A,0.0,0.0,0.039869999999999996,0.0,0.0
433_1KAC.A,0.526,0.96,0.20184000000000002,0.0,0.4
434_1KAC.A,0.0,0.0,0.015330000000000002,0.0,0.0
435_1KAC.A,0.526,0.37,0.23806999999999998,0.0,0.0
436_1KAC.A,0.315,0.11,0.15686,0.0,0.0
437_1KAC.A,0.315,0.13,0.44718,0.0,0.1
438_1KAC.A,0.0,0.06,0.1756,0.0,0.0
439_1KAC.A,0.0,0.02,0.23773000000000002,0.0,0.0
440_1KAC.A,0.0,0.2,0.56917,0.0,0.0
441_1KAC.A,0.0,0.0,0.03657,0.0,0.0
442_1KAC.A,0.0,0.9,0.59825,0.0,1.0
443_1KAC.A,0.0,0.0,0.15084,0.0,1.0
444_1KAC.A,0.0,0.94,0.47603,0.0,1.0
445_1KAC.A,0.0,0.0,0.01999,0.0,0.0
446_1KAC.A,0.0,0.22,0.17082999999999998,0.0,0.0
447_1KAC.A,0.0,0.0,0.04225,0.0,0.0
448_1KAC.A,0.0,0.49,0.17685,0.0,0.0
449_1KAC.A,0.0,0.0,0.09734,0.0,0.0
450_1KAC.A,0.0,0.61,0.18821,0.0,0.1
451_1KAC.A,0.315,0.18,0.15834,1.0,0.1
452_1KAC.A,0.6859999999999999,0.07,0.09666,0.0,0.1
453_1KAC.A,0.6859999999999999,0.02,0.16822,0.0,0.1
454_1KAC.A,0.0,0.0,0.0527,0.0,0.0
455_1KAC.A,0.52,0.09,0.20604,0.0,0.8
456_1KAC.A,0.245,0.01,0.13890999999999998,0.0,0.0
457_1KAC.A,0.0,0.0,0.02965,0.0,0.0
458_1KAC.A,0.315,0.01,0.15993,0.0,0.4
459_1KAC.A,0.315,0.01,0.12937,0.0,0.0
460_1KAC.A,0.46399999999999997,0.01,0.22194,0.0,0.2
461_1KAC.A,0.057999999999999996,0.01,0.14743,0.0,0.0
462_1KAC.A,0.057999999999999996,0.02,0.22183000000000003,0.0,0.0
463_1KAC.A,0.057999999999999996,0.02,0.23806999999999998,0.0,0.1
464_1KAC.A,0.085,0.0,0.11665,0.0,0.0
465_1KAC.A,0.085,0.03,0.16072,0.0,0.1
466_1KAC.A,0.0,0.0,0.07178999999999999,0.0,0.0
467_1KAC.A,0.057999999999999996,0.15,0.22466999999999998,0.0,0.0
468_1KAC.A,0.0,0.0,0.0,0.0,0.004193290734824281
469_1KAC.A,0.0,0.0,0.03669,0.0,0.0
470_1KAC.A,0.0,0.0,0.01318,0.0,0.0
471_1KAC.A,0.057999999999999996,0.07,0.07315,0.0,0.0
472_1KAC.A,0.071,0.02,0.14164000000000002,0.0,0.2
473_1KAC.A,0.0,0.02,0.15107,0.0,0.0
474_1KAC.A,0.0,0.0,0.00477,0.0,0.0
475_1KAC.A,0.0,0.03,0.14140999999999998,0.0,1.0
476_1KAC.A,0.0,0.08,0.06395,0.0,0.0
477_1KAC.A,0.0,0.43,0.10132000000000001,0.0,0.0
478_1KAC.A,0.0,0.05,0.12472000000000001,0.0,0.0
479_1KAC.A,0.0,0.02,0.15959,0.0,0.0
480_1KAC.A,0.0,0.08,0.27749,0.0,0.0
481_1KAC.A,0.0,0.05,0.22058000000000003,0.0,0.0
482_1KAC.A,0.0,0.0,0.06679,0.0,0.0
483_1KAC.A,0.0,0.0,0.06656000000000001,0.0,0.0
484_1KAC.A,0.0,0.0,0.02056,0.0,0.0
485_1KAC.A,0.0,0.0,0.07122,0.0,0.0
486_1KAC.A,0.0,0.29,0.15242999999999998,0.0,0.0
487_1KAC.A,0.0,0.76,0.18594000000000002,1.0,0.1
488_1KAC.A,0.0,0.14,0.09587000000000001,0.0,0.3
489_1KAC.A,0.0,0.05,0.10687999999999999,0.0,0.0
490_1KAC.A,0.0,0.04,0.059629999999999996,0.0,0.0
491_1KAC.A,0.0,0.0,0.02953,0.0,0.5
492_1KAC.A,0.0,0.0,0.17992,0.0,0.0
493_1KAC.A,1.0,0.2,0.29486999999999997,0.0,0.2
494_1KAC.A,0.245,0.64,0.17106,1.0,0.6
495_1KAC.A,0.0,0.16,0.14300000000000002,0.0,0.0
496_1KAC.A,0.0,0.94,0.32156,0.0,0.0
497_1KAC.A,0.0,0.93,0.11324000000000001,1.0,0.2
498_1KAC.A,0.0,0.87,0.08313999999999999,1.0,0.0
499_1KAC.A,0.0,0.0,0.1154,0.0,0.0
500_1KAC.A,0.0,0.52,0.20479,0.0,0.1
501_1KAC.A,0.0,0.08,0.28657,0.0,0.1
502_1KAC.A,0.0,0.04,0.23989000000000002,0.0,0.0
503_1KAC.A,0.0,0.0,0.06985,0.0,0.0
504_1KAC.A,0.0,0.02,0.28453,0.0,0.0
505_1KAC.A,0.0,0.01,0.21456,0.0,0.0
506_1KAC.A,0.0,0.0,0.027260000000000003,0.0,0.0
507_1KAC.A,0.0,0.0,0.09689,0.0,0.0
508_1KAC.A,0.0,0.0,0.05134,0.0,0.0
509_1KAC.A,0.0,0.0,0.01738,0.0,0.0
510_1KAC.A,0.0,0.0,0.0,0.0,0.004193290734824281
511_1KAC.A,0.0,0.0,0.0,0.0,0.004193290734824281
512_1KAC.A,0.0,0.01,0.07849,0.0,0.0
513_1KAC.A,0.0,0.02,0.09995,0.0,0.0
514_1KAC.A,0.0,0.01,0.14857,0.0,0.0
515_1KAC.A,0.0,0.0,0.1204,0.0,0.0
516_1KAC.A,0.0,0.0,0.37279,0.0,0.0
517_1KAC.A,0.0,0.01,0.10359000000000002,0.0,0.0
518_1KAC.A,0.085,0.01,0.20865999999999998,0.0,0.0
519_1KAC.A,0.526,0.01,0.21365,0.0,0.0
520_1KAC.A,0.0,0.01,0.12585,0.0,0.0
521_1KAC.A,0.315,0.04,0.12949000000000002,0.0,0.0
522_1KAC.A,0.0,0.07,0.22649,0.0,0.0
523_1KAC.A,0.0,0.03,0.18026,0.0,0.0
524_1KAC.A,0.0,0.14,0.42617,0.0,0.8
525_1KAC.A,0.0,0.09,0.50398,0.0,0.1
526_1KAC.A,0.0,0.0,0.04725,0.0,0.0
527_1KAC.A,0.0,0.19,0.52351,0.0,0.4
528_1KAC.A,0.0,0.16,0.8408700000000001,0.0,0.4
529_1KAC.A,0.0,0.58,0.79577,0.0,0.0
530_1KAC.A,0.0,0.31,0.8484799999999999,0.0,0.8
531_1KAC.A,0.0,0.37,1.0,0.0,0.0
532_1KAC.A,0.0,0.0,0.49194,0.0,0.0
533_1KAC.A,0.0,0.67,0.92015,0.0,0.1
534_1KAC.A,0.0,0.0,0.00159,0.0,0.0
535_1KAC.A,0.0,0.15,0.30032,0.0,0.0
536_1KAC.A,0.0,0.43,0.42833000000000004,0.0,0.0
537_1KAC.A,0.0,0.08,0.27169,0.0,0.0
538_1KAC.A,0.0,0.19,0.72183,0.0,0.0
539_1KAC.A,0.0,0.1,0.32724000000000003,0.0,0.0
540_1KAC.A,0.0,0.05,0.14698,0.0,0.3
541_1KAC.A,0.0,0.94,0.38289,0.0,0.1
542_1KAC.A,0.0,0.0,0.1346,0.0,0.0
543_1KAC.A,0.0,0.12,0.2993,0.0,0.0
544_1KAC.A,0.0,0.0,0.17606,0.0,0.0
545_1KAC.A,0.0,0.03,0.20865999999999998,0.0,0.0
546_1KAC.A,0.0,0.0,0.02806,0.0,0.5
547_1KAC.A,0.0,0.0,0.03464,0.0,0.0
548_1KAC.A,0.0,0.0,0.22388000000000002,0.0,0.0
549_1KAC.A,0.0,0.0,0.02181,0.0,0.0
550_1KAC.A,0.14800000000000002,0.01,0.16924,0.0,0.1
551_1KAC.A,0.085,0.01,0.22205999999999998,0.0,0.0
552_1KAC.A,0.057999999999999996,0.01,0.17015,0.0,0.0
553_1KAC.A,0.057999999999999996,0.01,0.1756,0.0,0.0
554_1KAC.A,0.085,0.02,0.20876999999999998,0.0,0.0
555_1KAC.A,0.057999999999999996,0.01,0.15175,0.0,0.0
556_1KAC.A,0.0,0.0,0.01454,0.0,0.0
557_1KAC.A,0.057999999999999996,0.0,0.04759,0.0,0.0
558_1KAC.A,0.0,0.0,0.00125,0.0,0.035714285714285705
559_1KAC.A,0.0,0.0,0.0,0.0,0.004193290734824281
560_1KAC.A,0.0,0.0,0.07769,0.0,0.0
561_1KAC.A,0.0,0.0,0.00909,0.0,0.0
562_1KAC.A,0.085,0.13,0.21115,0.0,0.1
563_1KAC.A,0.0,0.0,0.00432,0.0,0.0
564_1KAC.A,0.21899999999999997,0.02,0.18185,0.0,0.3
565_1KAC.A,0.0,0.03,0.20104,0.0,0.0
566_1KAC.A,0.0,0.0,0.01124,0.0,0.0
567_1KAC.A,0.315,0.01,0.17413,0.0,0.2
568_1KAC.A,0.14800000000000002,0.01,0.27079000000000003,0.0,0.2
569_1KAC.A,0.085,0.0,0.22115,0.0,0.1
570_1KAC.A,0.46399999999999997,0.03,0.12017,0.0,0.1
571_1KAC.A,0.46399999999999997,0.01,0.17401,0.0,0.2
572_1KAC.A,0.21899999999999997,0.0,0.11710999999999999,0.0,0.2
573_1KAC.A,0.315,0.02,0.17776,0.0,0.0
574_1KAC.A,0.0,0.0,0.041569999999999996,0.0,0.33333333333333337
575_1KAC.A,0.0,0.02,0.1998,0.0,0.0
576_1KAC.A,0.0,0.0,0.16163,0.0,0.0
577_1KAC.A,0.0,0.04,0.40095,0.0,0.0
578_1KAC.A,0.0,0.3,0.61256,0.0,0.1
579_1KAC.A,0.0,0.0,0.34609,0.0,0.0
580_1KAC.A,0.0,0.68,0.84916,0.0,0.4
581_1KAC.A,0.0,0.0,0.49943000000000004,0.0,0.0
582_1KAC.A,0.0,0.44,0.7109300000000001,0.0,0.5
583_1KAC.A,0.0,0.0,0.26329,0.0,0.0
584_1KAC.A,0.0,0.12,0.3863,0.0,0.0
585_1KAC.A,0.0,0.0,0.033960000000000004,0.0,0.0
586_1KAC.A,0.0,0.04,0.09689,0.0,0.0
587_1KAC.A,0.0,0.02,0.20979,0.0,0.0
23_1KAC.B,0.0,0.06,0.06932999999999999,0.0,0.0
24_1KAC.B,0.012,0.12,0.06272,0.0,0.0
25_1KAC.B,0.012,0.04,0.10620999999999998,0.0,0.0
26_1KAC.B,0.067,0.05,0.10809,0.0,0.1
27_1KAC.B,0.0,0.03,0.09612000000000001,0.0,0.0
28_1KAC.B,0.067,0.04,0.14403,0.0,0.0
29_1KAC.B,0.111,0.03,0.14679,0.0,0.0
30_1KAC.B,0.052000000000000005,0.03,0.25328,0.0,0.1
31_1KAC.B,0.018000000000000002,0.0,0.08864,0.0,0.0
32_1KAC.B,0.018000000000000002,0.02,0.22300999999999999,0.0,0.1
