residue,predus,ispred,dockpred,logreg,annotated
127_3SZK.E,0.0,0.91,0.181,0.273,1.0
128_3SZK.E,0.0,0.59,0.055,0.107,1.0
131_3SZK.E,0.0,0.9,0.137,0.248,1.0
125_3SZK.F,1.0,0.92,0.963,0.906,1.0
126_3SZK.F,1.0,0.29,0.635,0.461,1.0
130_3SZK.F,0.0,0.0,0.242,0.038,1.0
151_3SZK.F,0.011,0.18,0.359,0.077,1.0
152_3SZK.F,0.0,0.13,0.276,0.056,1.0
155_3SZK.F,0.0,0.03,0.161,0.034,1.0
179_3SZK.F,0.0,0.29,0.125,0.06,1.0
180_3SZK.F,0.0,0.1,0.141,0.039,1.0
181_3SZK.F,0.0,0.0,0.058,0.025,1.0
182_3SZK.F,0.0,0.03,0.138,0.032,1.0
204_3SZK.F,0.0,0.93,0.27,0.327,1.0
44_3TMK.A,0.0,0.67,0.036,0.125,1.0
51_3TMK.A,0.265,0.2,0.11,0.066,1.0
61_3TMK.A,0.0,0.09,0.004,0.028,1.0
63_3TMK.A,0.0,0.08,0.0,0.027,1.0
67_3TMK.A,0.732,0.93,0.0,0.423,1.0
68_3TMK.A,0.049,0.91,0.0,0.209,1.0
70_3TMK.A,0.0,0.0,0.0,0.022,1.0
74_3TMK.A,0.925,0.96,0.002,0.511,1.0
115_3TMK.A,0.753,0.1,0.0,0.078,1.0
118_3TMK.A,0.963,0.98,0.008,0.542,1.0
121_3TMK.A,0.753,0.96,0.014,0.458,1.0
30_3V6Z.A,0.013,0.05,0.091,0.031,1.0
31_3V6Z.A,0.034,0.03,0.161,0.035,1.0
52_3V6Z.A,0.0,0.0,0.41,0.054,1.0
53_3V6Z.A,0.075,0.05,0.294,0.053,1.0
54_3V6Z.A,0.057,0.13,0.167,0.048,1.0
56_3V6Z.A,0.18,0.33,0.62,0.223,1.0
57_3V6Z.A,0.471,0.49,1.0,0.614,1.0
102_3V6Z.A,0.18,0.07,0.579,0.116,1.0
103_3V6Z.A,0.16,0.05,0.144,0.043,1.0
104_3V6Z.A,0.073,0.05,0.338,0.058,1.0
105_3V6Z.A,0.122,0.02,0.324,0.056,1.0
106_3V6Z.A,0.0,0.04,0.547,0.081,1.0
501_3V6Z.A,0.0,0.02,0.111,0.029,1.0
531_3V6Z.A,0.108,0.73,0.839,0.553,1.0
534_3V6Z.A,0.122,0.18,0.411,0.099,1.0
538_3V6Z.A,0.255,0.0,0.465,0.085,1.0
597_3V6Z.A,0.0,0.0,0.187,0.033,1.0
598_3V6Z.A,0.121,0.62,0.537,0.32,1.0
599_3V6Z.A,0.202,0.17,0.557,0.144,1.0
600_3V6Z.A,0.432,0.1,0.557,0.162,1.0
601_3V6Z.A,0.569,0.71,0.986,0.76,1.0
202_3VLB.A,0.0,0.02,0.109,0.029,1.0
203_3VLB.A,0.0,0.02,0.129,0.031,1.0
247_3VLB.A,0.0,0.01,0.053,0.025,1.0
298_3VLB.A,0.0,0.01,0.068,0.026,1.0
319_3VLB.A,0.0,0.11,0.101,0.036,1.0
320_3VLB.A,0.0,0.07,0.149,0.036,1.0
321_3VLB.A,0.0,0.85,0.154,0.231,1.0
322_3VLB.A,0.0,0.81,0.223,0.241,1.0
323_3VLB.A,0.0,0.41,0.109,0.078,1.0
351_3VLB.A,0.281,0.45,0.169,0.139,1.0
400_3VLB.A,0.0,0.13,0.076,0.036,1.0
401_3VLB.A,0.0,0.73,0.098,0.161,1.0
403_3VLB.A,0.0,0.79,0.215,0.228,1.0
404_3VLB.A,0.0,0.0,0.042,0.024,1.0
408_3VLB.A,0.0,0.04,0.104,0.031,1.0
13_3VLB.B,0.18,0.94,1.0,0.776,1.0
28_3VLB.B,0.068,0.88,0.83,0.63,1.0
61_3VLB.B,0.0,0.99,0.181,0.316,1.0
62_3VLB.B,0.0,0.95,0.314,0.361,1.0
105_3VLB.B,0.0,0.0,0.146,0.03,1.0
107_3VLB.B,0.0,0.08,0.453,0.073,1.0
119_3VLB.B,0.0,0.0,0.225,0.036,1.0
121_3VLB.B,0.0,0.0,0.043,0.024,1.0
129_3VLB.B,0.0,0.96,0.192,0.305,1.0
131_3VLB.B,0.0,0.36,0.2,0.084,1.0
132_3VLB.B,0.0,0.16,0.184,0.05,1.0
133_3VLB.B,0.0,0.19,0.236,0.06,1.0
135_3VLB.B,0.0,0.04,0.161,0.035,1.0
136_3VLB.B,0.0,0.07,0.164,0.038,1.0
157_3VLB.B,0.0,0.01,0.507,0.069,1.0
205_3VLB.B,0.0,0.01,0.216,0.036,1.0
207_3VLB.B,0.0,0.0,0.185,0.033,1.0
31_4DN4.L,0.111,0.98,0.468,0.506,1.0
33_4DN4.L,0.322,0.96,0.598,0.638,1.0
50_4DN4.L,0.245,0.98,0.741,0.699,1.0
51_4DN4.L,0.347,0.99,0.576,0.653,1.0
92_4DN4.L,0.0,0.0,0.089,0.027,1.0
93_4DN4.L,0.278,0.97,0.237,0.426,1.0
95_4DN4.L,0.245,0.98,0.343,0.481,1.0
531_4DN4.L,0.146,0.18,0.606,0.152,1.0
555_4DN4.L,0.185,1.0,0.513,0.57,1.0
600_4DN4.L,0.523,0.95,0.703,0.744,1.0
601_4DN4.L,0.57,0.98,0.387,0.619,1.0
602_4DN4.L,0.854,0.97,0.923,0.891,1.0
603_4DN4.L,1.0,0.97,1.0,0.923,1.0
605_4DN4.L,0.523,0.0,0.467,0.121,1.0
31_4FQI.H,0.362,0.95,0.34,0.501,1.0
32_4FQI.H,0.0,0.98,0.744,0.623,1.0
53_4FQI.H,0.292,0.99,0.843,0.763,1.0
54_4FQI.H,0.222,0.99,0.911,0.774,1.0
72_4FQI.H,0.026,0.53,0.073,0.1,1.0
73_4FQI.H,0.029,0.99,0.717,0.624,1.0
74_4FQI.H,0.082,0.96,0.171,0.319,1.0
96_4FQI.H,0.242,0.86,0.47,0.474,1.0
97_4FQI.H,0.558,0.98,0.676,0.757,1.0
98_4FQI.H,1.0,0.88,0.869,0.874,1.0
100_4FQI.H,0.18,0.0,0.91,0.19,1.0
28_4G6J.H,0.092,0.25,0.554,0.15,1.0
31_4G6J.H,0.317,0.98,0.796,0.745,1.0
32_4G6J.H,1.0,0.99,0.776,0.883,1.0
52_4G6J.H,0.0,0.99,0.856,0.687,1.0
53_4G6J.H,0.0,0.99,0.962,0.737,1.0
54_4G6J.H,0.405,0.98,0.603,0.679,1.0
56_4G6J.H,0.092,0.98,0.51,0.523,1.0
57_4G6J.H,0.317,0.99,0.714,0.713,1.0
101_4G6J.H,0.179,0.97,1.0,0.789,1.0
102_4G6J.H,0.221,0.88,0.711,0.616,1.0
528_4G6J.H,0.0,0.2,0.134,0.049,1.0
532_4G6J.H,0.0,0.23,0.245,0.067,1.0
550_4G6J.H,0.0,0.51,0.319,0.152,1.0
591_4G6J.H,0.062,0.0,0.266,0.043,1.0
592_4G6J.H,0.0,0.11,0.438,0.076,1.0
593_4G6J.H,0.0,0.07,0.388,0.062,1.0
55_4G6M.H,0.154,0.99,0.537,0.567,1.0
56_4G6M.H,0.079,0.79,0.293,0.283,1.0
58_4G6M.H,0.112,0.97,0.257,0.38,1.0
59_4G6M.H,0.104,0.9,0.054,0.24,1.0
60_4G6M.H,0.047,0.0,0.081,0.028,1.0
102_4G6M.H,0.172,0.99,1.0,0.796,1.0
103_4G6M.H,0.227,0.88,0.832,0.682,1.0
527_4G6M.H,0.0,0.05,0.048,0.028,1.0
532_4G6M.H,0.929,0.91,0.79,0.85,1.0
553_4G6M.H,0.037,0.96,0.76,0.632,1.0
591_4G6M.H,0.0,0.0,0.11,0.028,1.0
592_4G6M.H,0.258,0.07,0.368,0.083,1.0
593_4G6M.H,0.131,0.74,0.15,0.211,1.0
594_4G6M.H,0.079,0.56,0.156,0.136,1.0
13_4JCV.E,0.0,0.0,0.05,0.024,1.0
19_4JCV.E,0.0,0.03,0.504,0.072,1.0
20_4JCV.E,0.0,0.02,0.233,0.039,1.0
51_4JCV.E,0.0,0.13,0.44,0.08,1.0
52_4JCV.E,0.0,0.03,0.459,0.065,1.0
76_4JCV.E,0.0,0.81,0.173,0.221,1.0
81_4JCV.E,0.19,0.03,0.291,0.058,1.0
84_4JCV.E,0.315,0.02,0.549,0.115,1.0
86_4JCV.E,0.882,0.03,0.697,0.296,1.0
89_4JCV.E,0.882,0.05,1.0,0.471,1.0
93_4JCV.E,0.998,0.03,0.819,0.396,1.0
142_4M76.B,0.0,0.0,0.124,0.029,1.0
143_4M76.B,0.531,0.09,0.58,0.186,1.0
144_4M76.B,0.616,0.06,0.597,0.199,1.0
147_4M76.B,0.502,0.04,0.443,0.123,1.0
179_4M76.B,0.663,0.02,0.221,0.091,1.0
205_4M76.B,0.466,0.0,0.209,0.065,1.0
206_4M76.B,1.0,0.87,0.584,0.779,1.0
207_4M76.B,0.466,0.17,0.412,0.149,1.0
208_4M76.B,0.416,0.59,0.843,0.572,1.0
209_4M76.B,0.0,0.0,0.197,0.034,1.0
246_4M76.B,0.0,0.56,0.849,0.41,1.0
276_4M76.B,0.0,0.01,0.741,0.112,1.0
17_4MDH.A,0.751,0.98,1.0,0.896,1.0
47_4MDH.A,0.416,0.85,0.315,0.44,1.0
48_4MDH.A,0.317,0.99,0.495,0.599,1.0
51_4MDH.A,0.416,0.98,0.351,0.546,1.0
54_4MDH.A,0.466,0.97,0.343,0.552,1.0
55_4MDH.A,0.502,0.99,0.843,0.813,1.0
56_4MDH.A,0.616,0.0,0.086,0.061,1.0
57_4MDH.A,0.502,0.88,0.1,0.369,1.0
58_4MDH.A,0.502,0.97,0.489,0.645,1.0
59_4MDH.A,0.416,0.98,0.584,0.673,1.0
60_4MDH.A,0.466,0.97,0.198,0.469,1.0
160_4MDH.A,0.0,0.48,0.04,0.08,1.0
161_4MDH.A,0.0,0.0,0.039,0.024,1.0
164_4MDH.A,0.0,0.12,0.082,0.036,1.0
168_4MDH.A,0.0,0.96,0.156,0.288,1.0
173_4MDH.A,0.0,0.2,0.138,0.049,1.0
174_4MDH.A,0.0,0.04,0.109,0.031,1.0
175_4MDH.A,0.0,0.06,0.105,0.032,1.0
229_4MDH.A,0.0,0.84,0.142,0.222,1.0
232_4MDH.A,0.0,0.15,0.033,0.035,1.0
236_4MDH.A,0.0,0.44,0.203,0.102,1.0
237_4MDH.A,0.0,0.98,0.659,0.576,1.0
242_4MDH.A,0.0,0.0,0.19,0.033,1.0
243_4MDH.A,0.448,0.98,0.742,0.756,1.0
244_4MDH.A,0.304,0.98,0.165,0.401,1.0
247_4MDH.A,0.215,0.98,0.272,0.43,1.0
3_4SGB.I,0.283,0.98,0.783,0.729,1.0
34_4SGB.I,0.0,0.2,0.291,0.069,1.0
36_4SGB.I,0.0,0.95,0.259,0.333,1.0
38_4SGB.I,0.214,0.92,0.601,0.578,1.0
40_4SGB.I,0.283,0.96,0.359,0.49,1.0
42_4SGB.I,0.46,0.94,0.088,0.386,1.0
62_4XXH.A,0.255,0.24,0.082,0.068,1.0
64_4XXH.A,0.375,0.38,0.042,0.102,1.0
73_4XXH.A,0.0,0.12,0.34,0.063,1.0
78_4XXH.A,0.0,0.03,0.518,0.074,1.0
82_4XXH.A,0.0,0.06,0.708,0.118,1.0
85_4XXH.A,0.404,0.45,0.442,0.264,1.0
94_4XXH.A,0.072,0.35,0.305,0.112,1.0
96_4XXH.A,0.173,0.57,0.198,0.169,1.0
97_4XXH.A,0.0,0.85,0.355,0.323,1.0
98_4XXH.A,0.173,0.93,0.11,0.3,1.0
99_4XXH.A,0.227,0.74,0.138,0.23,1.0
110_4XXH.A,0.0,0.0,0.047,0.024,1.0
116_4XXH.A,0.0,0.96,0.026,0.23,1.0
117_4XXH.A,0.227,0.98,0.087,0.333,1.0
118_4XXH.A,0.049,0.57,0.022,0.102,1.0
218_4XXH.A,0.227,0.04,0.195,0.051,1.0
249_4XXH.A,0.562,0.09,0.18,0.087,1.0
272_4XXH.A,0.0,0.85,1.0,0.679,1.0
273_4XXH.A,0.0,0.64,0.607,0.329,1.0
32_2PCB.A,0.185,0.03,0.386,0.07,1.0
34_2PCB.A,0.494,0.3,0.608,0.281,1.0
38_2PCB.A,0.574,0.23,0.777,0.346,1.0
39_2PCB.A,1.0,0.6,1.0,0.809,1.0
195_2PCB.A,0.141,0.04,0.314,0.058,1.0
290_2PCB.A,0.0,0.03,0.25,0.041,1.0
140_2PFL.A,0.698,0.96,0.07,0.48,1.0
141_2PFL.A,0.417,0.37,0.013,0.103,1.0
142_2PFL.A,0.698,0.45,0.0,0.172,1.0
150_2PFL.A,0.0,0.05,0.004,0.026,1.0
151_2PFL.A,0.371,0.13,0.0,0.053,1.0
152_2PFL.A,0.0,0.0,0.003,0.023,1.0
155_2PFL.A,0.0,0.03,0.02,0.025,1.0
200_2PFL.A,0.0,0.04,0.003,0.025,1.0
204_2PFL.A,0.0,0.15,0.003,0.033,1.0
208_2PFL.A,0.0,0.36,0.025,0.059,1.0
214_2PFL.A,0.282,0.25,0.016,0.065,1.0
217_2PFL.A,0.371,0.74,0.001,0.216,1.0
218_2PFL.A,0.079,0.17,0.006,0.039,1.0
220_2PFL.A,0.0,0.1,0.002,0.029,1.0
221_2PFL.A,0.0,0.54,0.0,0.086,1.0
225_2PFL.A,0.0,0.06,0.0,0.026,1.0
228_2PFL.A,0.0,0.05,0.005,0.026,1.0
488_2PFL.A,0.0,0.03,0.02,0.025,1.0
499_2PFL.A,1.0,0.89,0.004,0.509,1.0
503_2PFL.A,0.368,0.22,0.0,0.065,1.0
504_2PFL.A,0.698,0.0,0.0,0.06,1.0
592_2PFL.A,0.282,0.75,0.162,0.261,1.0
594_2PFL.A,0.416,0.0,0.008,0.041,1.0
13_2PTC.I,0.194,0.77,0.66,0.492,1.0
14_2PTC.I,1.0,0.82,0.54,0.735,1.0
15_2PTC.I,0.406,0.99,0.727,0.731,1.0
16_2PTC.I,0.391,0.96,0.47,0.584,1.0
17_2PTC.I,0.612,0.96,0.887,0.828,1.0
19_2PTC.I,0.76,0.03,0.694,0.255,1.0
37_2PTC.I,0.287,0.95,0.427,0.517,1.0
39_2PTC.I,0.285,0.73,0.746,0.546,1.0
64_2SIC.E,0.245,0.93,0.383,0.464,1.0
100_2SIC.E,0.496,0.95,0.336,0.544,1.0
101_2SIC.E,0.805,0.98,0.5,0.744,1.0
102_2SIC.E,0.878,0.95,0.369,0.692,1.0
104_2SIC.E,1.0,0.98,0.58,0.822,1.0
125_2SIC.E,0.0,0.0,0.109,0.028,1.0
126_2SIC.E,0.562,0.05,0.178,0.081,1.0
127_2SIC.E,0.496,0.98,0.345,0.568,1.0
129_2SIC.E,0.255,0.97,0.556,0.587,1.0
130_2SIC.E,0.285,0.98,0.616,0.635,1.0
135_2SIC.E,0.0,0.0,0.074,0.026,1.0
155_2SIC.E,0.103,0.93,0.565,0.511,1.0
156_2SIC.E,0.019,0.94,0.627,0.521,1.0
189_2SIC.E,0.339,0.95,0.708,0.681,1.0
218_2SIC.E,0.178,0.62,0.769,0.447,1.0
219_2SIC.E,0.0,0.0,0.295,0.042,1.0
221_2SIC.E,0.0,0.0,0.21,0.035,1.0
65_2SIC.I,0.111,0.74,0.319,0.273,1.0
67_2SIC.I,0.078,0.49,0.226,0.132,1.0
68_2SIC.I,0.166,0.94,0.184,0.339,1.0
69_2SIC.I,0.397,0.93,0.233,0.439,1.0
70_2SIC.I,1.0,0.97,0.527,0.8,1.0
71_2SIC.I,0.281,0.0,0.407,0.077,1.0
72_2SIC.I,0.433,0.97,0.391,0.564,1.0
73_2SIC.I,0.649,0.98,0.969,0.865,1.0
74_2SIC.I,0.854,0.96,0.678,0.814,1.0
75_2SIC.I,0.57,0.99,1.0,0.863,1.0
98_2SIC.I,0.322,0.07,0.724,0.176,1.0
3_2UTG.A,0.6,0.92,0.679,0.731,1.0
5_2UTG.A,0.6,0.95,0.429,0.63,1.0
6_2UTG.A,0.455,0.99,1.0,0.841,1.0
28_2UTG.A,0.76,0.98,0.752,0.825,1.0
29_2UTG.A,0.406,0.99,0.263,0.498,1.0
34_2UTG.A,0.179,0.98,0.838,0.707,1.0
37_2UTG.A,0.455,0.97,0.42,0.587,1.0
45_2UTG.A,0.275,0.98,0.195,0.407,1.0
55_2UTG.A,0.0,0.98,0.026,0.24,1.0
59_2UTG.A,1.0,0.98,0.185,0.661,1.0
62_2UTG.A,0.001,0.98,0.049,0.25,1.0
63_2UTG.A,1.0,0.98,0.425,0.767,1.0
66_2UTG.A,0.76,0.99,0.097,0.537,1.0
69_2UTG.A,0.68,0.99,0.628,0.766,1.0
212_2VDB.A,0.0,0.12,0.069,0.035,1.0
227_2VDB.A,0.0,0.06,0.541,0.08,1.0
230_2VDB.A,0.0,0.01,0.256,0.039,1.0
263_2VDB.A,0.0,0.01,0.274,0.041,1.0
270_2VDB.A,0.0,0.03,0.205,0.037,1.0
318_2VDB.A,0.0,0.05,0.461,0.066,1.0
321_2VDB.A,0.0,0.03,0.41,0.057,1.0
322_2VDB.A,0.0,0.03,0.248,0.041,1.0
325_2VDB.A,0.0,0.01,0.338,0.047,1.0
326_2VDB.A,0.0,0.0,0.366,0.048,1.0
329_2VDB.A,0.0,0.02,0.612,0.084,1.0
96_2VIS.A,0.116,0.26,0.595,0.164,1.0
530_2VIS.A,0.0,0.97,0.375,0.398,1.0
531_2VIS.A,0.022,0.84,0.421,0.349,1.0
552_2VIS.A,0.0,0.0,0.512,0.065,1.0
554_2VIS.A,0.0,0.9,0.431,0.383,1.0
556_2VIS.A,0.0,0.88,0.484,0.398,1.0
558_2VIS.A,0.154,0.2,0.209,0.071,1.0
600_2VIS.A,0.86,0.96,1.0,0.899,1.0
602_2VIS.A,0.459,0.97,0.962,0.823,1.0
603_2VIS.A,0.274,0.88,0.52,0.517,1.0
605_2VIS.A,0.929,0.98,0.938,0.901,1.0
607_2VIS.A,1.0,0.92,0.824,0.87,1.0
30_2VXT.H,0.406,0.41,0.829,0.426,1.0
31_2VXT.H,0.534,0.33,0.722,0.365,1.0
32_2VXT.H,0.67,0.47,0.96,0.63,1.0
33_2VXT.H,1.0,0.97,0.922,0.904,1.0
35_2VXT.H,0.043,0.0,0.516,0.07,1.0
50_2VXT.H,0.339,0.0,0.229,0.058,1.0
52_2VXT.H,0.153,0.41,0.834,0.341,1.0
53_2VXT.H,0.248,0.97,0.864,0.734,1.0
56_2VXT.H,0.069,0.63,0.28,0.196,1.0
58_2VXT.H,0.0,0.31,0.192,0.073,1.0
94_2VXT.H,0.019,0.0,0.362,0.049,1.0
95_2VXT.H,0.162,0.77,0.392,0.339,1.0
101_2VXT.H,0.116,0.24,0.456,0.121,1.0
31_2W9E.H,0.146,0.98,0.77,0.665,1.0
32_2W9E.H,0.388,0.0,0.339,0.078,1.0
33_2W9E.H,0.278,0.0,0.468,0.087,1.0
35_2W9E.H,0.0,0.0,0.106,0.028,1.0
50_2W9E.H,0.067,0.0,0.296,0.046,1.0
52_2W9E.H,0.365,0.99,0.825,0.76,1.0
54_2W9E.H,0.245,0.81,0.27,0.331,1.0
55_2W9E.H,0.052,0.96,0.262,0.352,1.0
57_2W9E.H,0.0,0.97,0.491,0.46,1.0
99_2W9E.H,0.0,0.0,0.32,0.044,1.0
101_2W9E.H,0.523,0.95,1.0,0.841,1.0
531_2W9E.H,0.523,0.91,0.829,0.766,1.0
533_2W9E.H,0.0,0.0,0.278,0.04,1.0
549_2W9E.H,0.185,0.97,0.605,0.589,1.0
590_2W9E.H,0.854,0.77,0.737,0.751,1.0
591_2W9E.H,0.523,0.94,0.605,0.685,1.0
595_2W9E.H,0.185,0.22,0.551,0.151,1.0
5_3AAA.C,0.034,0.92,0.378,0.38,1.0
8_3AAA.C,0.202,0.61,1.0,0.574,1.0
11_3AAA.C,0.18,0.3,0.628,0.205,1.0
12_3AAA.C,0.034,0.26,0.839,0.228,1.0
14_3AAA.C,0.02,0.24,0.46,0.108,1.0
16_3AAA.C,0.034,0.21,0.234,0.065,1.0
44_3AAA.C,0.35,0.07,0.317,0.084,1.0
47_3AAA.C,0.057,0.02,0.324,0.05,1.0
69_3AAA.C,0.0,0.0,0.079,0.026,1.0
77_3AAA.C,1.0,0.1,0.16,0.155,1.0
78_3AAA.C,0.569,0.42,0.383,0.268,1.0
294_3BIW.A,0.562,0.05,0.403,0.125,1.0
306_3BIW.A,0.0,0.01,0.203,0.035,1.0
387_3BIW.A,0.0,0.02,0.447,0.06,1.0
396_3BIW.A,0.0,0.04,0.156,0.034,1.0
397_3BIW.A,0.605,0.02,0.419,0.128,1.0
398_3BIW.A,0.605,0.0,0.138,0.07,1.0
400_3BIW.A,0.0,0.02,0.114,0.03,1.0
498_3BIW.A,0.0,0.07,0.115,0.034,1.0
597_3BIW.A,0.584,0.03,0.036,0.059,1.0
40_3BX7.A,0.0,0.1,0.924,0.182,1.0
41_3BX7.A,0.0,0.55,0.361,0.175,1.0
42_3BX7.A,0.0,0.52,0.327,0.154,1.0
47_3BX7.A,0.0,0.96,0.422,0.416,1.0
52_3BX7.A,0.018,0.94,0.421,0.409,1.0
73_3BX7.A,0.245,0.94,0.375,0.466,1.0
74_3BX7.A,0.191,0.64,0.16,0.187,1.0
75_3BX7.A,0.365,0.67,0.48,0.392,1.0
77_3BX7.A,0.543,0.98,0.768,0.78,1.0
94_3BX7.A,0.111,0.27,0.512,0.143,1.0
96_3BX7.A,0.146,0.39,0.728,0.278,1.0
100_3BX7.A,0.397,0.11,1.0,0.326,1.0
106_3BX7.A,0.0,0.03,0.453,0.062,1.0
125_3BX7.A,0.0,0.02,0.667,0.093,1.0
127_3BX7.A,0.218,0.02,0.796,0.158,1.0
132_3BX7.A,0.0,0.01,0.716,0.1,1.0
27_3BX7.C,0.0,0.04,0.198,0.038,1.0
28_3BX7.C,0.0,0.0,0.111,0.028,1.0
29_3BX7.C,0.0,0.03,0.094,0.029,1.0
30_3BX7.C,0.0,0.02,0.129,0.031,1.0
31_3BX7.C,0.154,0.95,0.196,0.347,1.0
32_3BX7.C,0.078,0.7,0.148,0.182,1.0
35_3BX7.C,0.179,0.98,0.322,0.44,1.0
46_3BX7.C,0.0,0.82,0.17,0.222,1.0
48_3BX7.C,0.0,0.74,0.129,0.175,1.0
100_3BX7.C,0.929,0.98,0.578,0.805,1.0
101_3BX7.C,0.403,0.91,0.44,0.54,1.0
102_3BX7.C,0.459,0.97,0.7,0.725,1.0
104_3BX7.C,0.603,0.98,1.0,0.865,1.0
105_3BX7.C,0.649,0.97,0.897,0.843,1.0
108_3BX7.C,0.154,0.24,0.53,0.146,1.0
110_3BX7.C,0.0,0.1,0.341,0.059,1.0
26_3C98.A,0.0,0.23,0.543,0.12,1.0
28_3C98.A,0.46,0.53,0.979,0.604,1.0
39_3C98.A,0.0,0.04,0.016,0.026,1.0
42_3C98.A,0.0,0.23,0.056,0.045,1.0
46_3C98.A,0.0,0.42,0.161,0.089,1.0
47_3C98.A,0.46,0.87,0.579,0.609,1.0
48_3C98.A,0.0,0.62,0.652,0.325,1.0
51_3C98.A,0.46,0.74,1.0,0.735,1.0
52_3C98.A,0.46,0.34,0.657,0.315,1.0
56_3C98.A,0.46,0.72,0.869,0.664,1.0
59_3C98.A,0.0,0.8,0.175,0.215,1.0
63_3C98.A,0.0,0.11,0.087,0.036,1.0
64_3C98.A,0.0,0.31,0.072,0.057,1.0
66_3C98.A,0.0,0.73,0.411,0.276,1.0
70_3C98.A,0.0,0.25,0.331,0.083,1.0
115_3C98.A,0.0,0.6,0.304,0.176,1.0
130_3C98.A,0.0,0.15,0.267,0.057,1.0
131_3C98.A,0.0,0.08,0.147,0.037,1.0
132_3C98.A,0.0,0.07,0.192,0.04,1.0
261_3C98.A,0.0,0.22,0.04,0.042,1.0
270_3C98.A,0.0,0.02,0.044,0.026,1.0
271_3C98.A,0.0,0.05,0.276,0.045,1.0
275_3C98.A,0.0,0.12,0.356,0.064,1.0
278_3C98.A,0.0,0.03,0.211,0.038,1.0
315_3C98.A,0.0,0.29,0.263,0.08,1.0
337_3C98.A,0.0,0.16,0.281,0.06,1.0
338_3C98.A,0.0,0.05,0.362,0.054,1.0
143_3DAW.A,0.43,0.92,0.609,0.645,1.0
144_3DAW.A,0.411,0.88,0.071,0.329,1.0
145_3DAW.A,0.055,0.32,0.054,0.061,1.0
146_3DAW.A,0.29,0.99,0.156,0.398,1.0
147_3DAW.A,0.43,0.71,0.145,0.275,1.0
148_3DAW.A,0.64,0.84,0.394,0.556,1.0
149_3DAW.A,0.137,0.0,0.076,0.032,1.0
167_3DAW.A,0.43,0.93,0.864,0.764,1.0
169_3DAW.A,0.987,0.76,1.0,0.864,1.0
330_3DAW.A,0.0,0.03,0.02,0.025,1.0
332_3DAW.A,0.0,0.0,0.017,0.023,1.0
334_3DAW.A,0.0,0.03,0.039,0.026,1.0
345_3DAW.A,0.259,0.38,0.096,0.1,1.0
346_3DAW.A,0.197,0.47,0.326,0.176,1.0
348_3DAW.A,0.203,0.24,0.024,0.057,1.0
349_3DAW.A,0.387,0.39,0.261,0.166,1.0
350_3DAW.A,0.174,0.32,0.103,0.079,1.0
351_3DAW.A,0.411,0.2,0.432,0.153,1.0
355_3DAW.A,0.608,0.03,0.602,0.183,1.0
375_3DAW.A,0.844,0.03,0.922,0.389,1.0
176_3DAW.B,0.0,0.44,0.345,0.133,1.0
177_3DAW.B,0.0,0.18,0.211,0.055,1.0
180_3DAW.B,0.0,0.0,0.182,0.033,1.0
210_3DAW.B,0.0,0.05,0.189,0.038,1.0
257_3DAW.B,0.0,0.0,0.278,0.04,1.0
259_3DAW.B,0.186,0.16,0.487,0.117,1.0
262_3DAW.B,0.307,0.96,1.0,0.798,1.0
266_3DAW.B,0.427,0.87,0.76,0.688,1.0
267_3DAW.B,0.406,0.5,0.351,0.249,1.0
269_3DAW.B,0.287,0.23,0.857,0.292,1.0
270_3DAW.B,0.377,0.99,0.653,0.689,1.0
273_3DAW.B,0.186,0.75,0.424,0.352,1.0
274_3DAW.B,0.131,0.46,0.319,0.157,1.0
276_3DAW.B,0.0,0.31,0.117,0.062,1.0
294_3DAW.B,0.0,0.03,0.08,0.029,1.0
296_3DAW.B,0.0,0.03,0.403,0.056,1.0
33_3EO1.A,1.0,0.16,0.867,0.5,1.0
92_3EO1.A,0.455,0.0,0.588,0.139,1.0
93_3EO1.A,0.406,0.9,0.39,0.508,1.0
530_3EO1.A,0.0,0.03,0.418,0.058,1.0
531_3EO1.A,0.0,0.05,0.692,0.105,1.0
532_3EO1.A,0.275,0.04,0.469,0.096,1.0
552_3EO1.A,0.0,0.86,0.4,0.343,1.0
555_3EO1.A,0.0,0.81,0.367,0.299,1.0
557_3EO1.A,0.0,0.78,0.364,0.281,1.0
574_3EO1.A,0.0,0.02,0.201,0.036,1.0
601_3EO1.A,0.893,0.98,0.781,0.859,1.0
602_3EO1.A,0.605,0.79,1.0,0.796,1.0
49_3EOA.L,0.433,0.0,0.535,0.122,1.0
530_3EOA.L,0.0,0.74,0.164,0.186,1.0
533_3EOA.L,0.245,0.0,0.43,0.077,1.0
552_3EOA.L,0.0,0.72,0.338,0.24,1.0
554_3EOA.L,0.0,0.87,0.162,0.242,1.0
555_3EOA.L,0.0,0.81,0.155,0.212,1.0
557_3EOA.L,0.0,0.67,0.254,0.187,1.0
601_3EOA.L,0.649,0.88,0.704,0.735,1.0
602_3EOA.L,0.302,0.88,1.0,0.76,1.0
603_3EOA.L,0.925,0.96,0.934,0.894,1.0
604_3EOA.L,0.553,0.98,0.468,0.652,1.0
605_3EOA.L,0.649,0.0,0.221,0.088,1.0
239_3F1P.A,0.255,0.91,0.391,0.459,1.0
240_3F1P.A,0.0,0.5,0.233,0.124,1.0
243_3F1P.A,0.173,0.11,0.29,0.069,1.0
247_3F1P.A,0.217,0.49,0.34,0.193,1.0
